Ransomware Family,TacticID,TechniqueID,Sub-TechID,Action,Num. CAR,Num. Sigma,Num. ES SIEM,Num. Splunk,Total
BlackCatRansomware,Execution,T1059,No Suitable Sub-techniques,"Sample might require command line arguments, analyze it with the command line cookbook",1,51,64,57,173
DearCryRansomware,Execution,T1059,No Suitable Sub-techniques,"Sample might require command line arguments, analyze it with the command line cookbook",1,51,64,57,173
MauiRansomware,Execution,T1059,No Suitable Sub-techniques,"Sample might require command line arguments, analyze it with the command line cookbook",1,51,64,57,173
NightSkyRansomware,Execution,T1059,No Suitable Sub-techniques,"Sample might require command line arguments, analyze it with the command line cookbook",1,51,64,57,173
YanluowangRansomware,Execution,T1059,No Suitable Sub-techniques,"Sample might require command line arguments, analyze it with the command line cookbook",1,51,64,57,173
AgendaRansomware,Discovery,T1010,No sub-techniques,Sample monitors Window changes (e.g. starting applications),1,1,0,0,2
BandarChorRansomware,Discovery,T1010,No sub-techniques,Sample monitors Window changes (e.g. starting applications),1,1,0,0,2
BlackBastaRansomware,Discovery,T1010,No sub-techniques,Sample monitors Window changes (e.g. starting applications),1,1,0,0,2
Cl0pRansomware,Discovery,T1010,No sub-techniques,Sample monitors Window changes (e.g. starting applications),1,1,0,0,2
CrytoxRansomware,Discovery,T1010,No sub-techniques,Sample monitors Window changes (e.g. starting applications),1,1,0,0,2
HaronRansomware,Discovery,T1010,No sub-techniques,Sample monitors Window changes (e.g. starting applications),1,1,0,0,2
LokiLockerRansomware,Discovery,T1010,No sub-techniques,Sample monitors Window changes (e.g. starting applications),1,1,0,0,2
OnyxRansomware,Discovery,T1010,No sub-techniques,Sample monitors Window changes (e.g. starting applications),1,1,0,0,2
SamsamRansomware,Discovery,T1010,No sub-techniques,Sample monitors Window changes (e.g. starting applications),1,1,0,0,2
SugarRansomware,Discovery,T1010,No sub-techniques,Sample monitors Window changes (e.g. starting applications),1,1,0,0,2
BianLianRansomware,Discovery,T1083,No sub-techniques,Sample reads /proc/mounts (often used for finding a writable filesystem),0,12,2,1,15
DeadBoltRansomware,Discovery,T1083,No sub-techniques,Sample reads /proc/mounts (often used for finding a writable filesystem),0,12,2,1,15
RedAlertRansomware,Discovery,T1083,No sub-techniques,Sample reads /proc/mounts (often used for finding a writable filesystem),0,12,2,1,15
SunnyDayRansomware,Discovery,T1083,No sub-techniques,Sample reads /proc/mounts (often used for finding a writable filesystem),0,12,2,1,15
BianLianRansomware,Defense Evasion,T1222,No Suitable Sub-techniques,Sample tries to set the executable flag,0,0,4,11,15
KrusRansomware,Defense Evasion,T1222,No Suitable Sub-techniques,Sample tries to set the executable flag,0,0,4,11,15
RedAlertRansomware,Defense Evasion,T1222,No Suitable Sub-techniques,Sample tries to set the executable flag,0,0,4,11,15
SunnyDayRansomware,Defense Evasion,T1222,No Suitable Sub-techniques,Sample tries to set the executable flag,0,0,4,11,15
HaronRansomware,Execution,T1059,No Suitable Sub-techniques,Script started by non script file uses cmd line tools excessively to alter registry or file data,1,51,64,57,173
CrytoxRansomware,Collection,T1114,T1114.001,Searches for the Microsoft Outlook file path,0,1,0,2,3
HaronRansomware,Discovery,T1046,No sub-techniques,Sends SSDP (simple service discovery protocol) broadcast queries,2,11,1,0,14
BlackCatRansomware,Defense Evasion,T1222,No Suitable Sub-techniques,Set file attributes,0,0,4,11,15
HaronRansomware,Defense Evasion,T1222,No Suitable Sub-techniques,Set file attributes,0,0,4,11,15
LorenzRansomware,Defense Evasion,T1222,No Suitable Sub-techniques,Set file attributes,0,0,4,11,15
MidasRansomware,Defense Evasion,T1222,No Suitable Sub-techniques,Set file attributes,0,0,4,11,15
NightSkyRansomware,Defense Evasion,T1222,No Suitable Sub-techniques,Set file attributes,0,0,4,11,15
OnyxRansomware,Defense Evasion,T1222,No Suitable Sub-techniques,Set file attributes,0,0,4,11,15
CrytoxRansomware,Discovery,T1057,No sub-techniques,Snapshot process,2,5,2,0,9
CrytoxRansomware,Persistence,T1547,T1547.008,Spawns drivers,0,1,0,1,2
DecafRansomware,Persistence,T1547,T1547.008,Spawns drivers,0,1,0,1,2
CrytoxRansomware,Privilege Escalation,T1547,T1547.008,Spawns drivers,0,1,0,1,2
DecafRansomware,Privilege Escalation,T1547,T1547.008,Spawns drivers,0,1,0,1,2
AESRTRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
AgendaRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
BlackBastaRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
ChaosRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
CrytoxRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
CuratorRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
DearCryRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
DecafRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
DiavolRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
HaronRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
HiveRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
LilithRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
LockBitRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
LokiLockerRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
LorenzRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
MauiRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
MementoRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
MidasRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
NightSkyRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
NokoyawaRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
OnyxRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
PandoraRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
PhobosRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
RookRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
SFileRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
SugarRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
SunnyDayRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
Yanluowang Ransomware,Defense Evasion,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
AESRTRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
AgendaRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
BlackBastaRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
ChaosRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
CrytoxRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
CuratorRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
DearCryRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
DecafRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
DiavolRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
HaronRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
HiveRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
KoxicRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
LilithRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
LockBitRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
LokiLockerRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
LorenzRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
MauiRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
MementoRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
MidasRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
NightSkyRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
NokoyawaRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
OnyxRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
PandoraRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
PhobosRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
RookRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
SFileRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
SugarRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
SunnyDayRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
SynAckRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
Yanluowang Ransomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Spawns processes,0,23,13,26,62
BlackCatRansomware,Impact,T1489,No sub-techniques,Stop service,0,7,6,14,27
CuratorRansomware,Impact,T1489,No sub-techniques,Stop service,0,7,6,14,27
SunnyDayRansomware,Impact,T1489,No sub-techniques,Stop service,0,7,6,14,27
BlackCatRansomware,Persistence,T1543,T1543.003,Stop service,6,40,10,14,70
CuratorRansomware,Persistence,T1543,T1543.003,Stop service,6,40,10,14,70
SunnyDayRansomware,Persistence,T1543,T1543.003,Stop service,6,40,10,14,70
BlackCatRansomware,Privilege Escalation,T1543,T1543.003,Stop service,6,40,10,14,70
CuratorRansomware,Privilege Escalation,T1543,T1543.003,Stop service,6,40,10,14,70
SunnyDayRansomware,Privilege Escalation,T1543,T1543.003,Stop service,6,40,10,14,70
ChaosRansomware,Persistence,T1547,T1547.001,Stores files to the Windows startup directory,4,31,9,2,46
Cl0pRansomware,Persistence,T1547,T1547.001,Stores files to the Windows startup directory,4,31,9,2,46
CrytoxRansomware,Persistence,T1547,T1547.001,Stores files to the Windows startup directory,4,31,9,2,46
CuratorRansomware,Persistence,T1547,T1547.001,Stores files to the Windows startup directory,4,31,9,2,46
DearCryRansomware,Persistence,T1547,T1547.001,Stores files to the Windows startup directory,4,31,9,2,46
KoxicRansomware,Persistence,T1547,T1547.001,Stores files to the Windows startup directory,4,31,9,2,46
LokiLockerRansomware,Persistence,T1547,T1547.001,Stores files to the Windows startup directory,4,31,9,2,46
LorenzRansomware,Persistence,T1547,T1547.001,Stores files to the Windows startup directory,4,31,9,2,46
MoishaRansomware,Persistence,T1547,T1547.001,Stores files to the Windows startup directory,4,31,9,2,46
AgendaRansomware,Persistence,T1547,T1547.001,Stores files to the Windows startup directory,4,31,9,2,46
OnyxRansomware,Persistence,T1547,T1547.001,Stores files to the Windows startup directory,4,31,9,2,46
PandoraRansomware,Persistence,T1547,T1547.001,Stores files to the Windows startup directory,4,31,9,2,46
RookRansomware,Persistence,T1547,T1547.001,Stores files to the Windows startup directory,4,31,9,2,46
SFileRansomware,Persistence,T1547,T1547.001,Stores files to the Windows startup directory,4,31,9,2,46
SugarRansomware,Persistence,T1547,T1547.001,Stores files to the Windows startup directory,4,31,9,2,46
SunnyDayRansomware,Persistence,T1547,T1547.001,Stores files to the Windows startup directory,4,31,9,2,46
ChaosRansomware,Privilege Escalation,T1547,T1547.001,Stores files to the Windows startup directory,4,31,9,2,46
Cl0pRansomware,Privilege Escalation,T1547,T1547.001,Stores files to the Windows startup directory,4,31,9,2,46
CrytoxRansomware,Privilege Escalation,T1547,T1547.001,Stores files to the Windows startup directory,4,31,9,2,46
CuratorRansomware,Privilege Escalation,T1547,T1547.001,Stores files to the Windows startup directory,4,31,9,2,46
KoxicRansomware,Privilege Escalation,T1547,T1547.001,Stores files to the Windows startup directory,4,31,9,2,46
LokiLockerRansomware,Privilege Escalation,T1547,T1547.001,Stores files to the Windows startup directory,4,31,9,2,46
LorenzRansomware,Privilege Escalation,T1547,T1547.001,Stores files to the Windows startup directory,4,31,9,2,46
MoishaRansomware,Privilege Escalation,T1547,T1547.001,Stores files to the Windows startup directory,4,31,9,2,46
OnyxRansomware,Privilege Escalation,T1547,T1547.001,Stores files to the Windows startup directory,4,31,9,2,46
PandoraRansomware,Privilege Escalation,T1547,T1547.001,Stores files to the Windows startup directory,4,31,9,2,46
RookRansomware,Privilege Escalation,T1547,T1547.001,Stores files to the Windows startup directory,4,31,9,2,46
SFileRansomware,Privilege Escalation,T1547,T1547.001,Stores files to the Windows startup directory,4,31,9,2,46
SugarRansomware,Privilege Escalation,T1547,T1547.001,Stores files to the Windows startup directory,4,31,9,2,46
SunnyDayRansomware,Privilege Escalation,T1547,T1547.001,Stores files to the Windows startup directory,4,31,9,2,46
LokiLockerRansomware,Defense Evasion,T1112,No sub-techniques,Stores large binary data to the registry,8,62,5,25,100
PandoraRansomware,Defense Evasion,T1112,No sub-techniques,Stores large binary data to the registry,8,62,5,25,100
RookRansomware,Defense Evasion,T1112,No sub-techniques,Stores large binary data to the registry,8,62,5,25,100
BandarChorRansomware,Discovery,T1497,T1497.001,System mem collect,0,1,0,0,1
BandarChorRansomware,Defense Evasion,T1497,T1497.001,System memory collect,0,1,0,0,1
AESRTRansomware,Execution,T1106,No sub-techniques,The process attempted to delete some Shadow Volume Copies (typical in ransomware),0,12,6,0,18
AESRTRansomware,Discovery,T1057,No sub-techniques,The process attempted to detect a running debugger using common APIs,2,5,2,0,9
AESRTRansomware,Execution,T1129,No sub-techniques,The process attempted to dynamically load a malicious function,0,0,1,0,1
AESRTRansomware,Defense Evasion,T1112,No sub-techniques,The process has tried to alter the boot configuration settings (disabling some startup utilities),8,62,5,25,100
AESRTRansomware,Execution,T1059,No Suitable Sub-techniques,The process has tried to alter the boot configuration settings (disabling some startup utilities),1,51,64,57,173
AESRTRansomware,Discovery,T1057,No sub-techniques,The process has tried to detect the debugger probing the use of page guards,2,5,2,0,9
AESRTRansomware,Execution,T1129,No sub-techniques,The process tried to load dynamically one or more functions.,0,0,1,0,1
Yanluowang Ransomware,Defense Evasion,T1070,T1070.006,Timestomp file,0,5,1,0,6
AzovRansomware,Discovery,T1083,No sub-techniques,Traverse file once or more,0,12,2,1,15
BandarChorRansomware,Discovery,T1083,No sub-techniques,Traverse file once or more,0,12,2,1,15
MoishaRansomware,Discovery,T1083,No sub-techniques,Traverse file once or more,0,12,2,1,15
OnyxRansomware,Discovery,T1083,No sub-techniques,Traverse file once or more,0,12,2,1,15
PandoraRansomware,Discovery,T1083,No sub-techniques,Traverse file once or more,0,12,2,1,15
CrytoxRansomware,Discovery,T1518,T1518,Traverse process,0,2,3,0,5
DecafRansomware,Discovery,T1082,No sub-techniques,Tries to detect debuggers by setting the trap flag for special instructions,2,14,7,5,28
DecafRansomware,Discovery,T1518,T1518.001,Tries to detect debuggers by setting the trap flag for special instructions,1,4,2,0,7
LokiLockerRansomware,Discovery,T1518,T1518.001,Tries to detect sandboxes / dynamic malware analysis system (registry check),1,4,2,0,7
SamsamRansomware,Discovery,T1518,T1518.001,Tries to detect sandboxes / dynamic malware analysis system (registry check),1,4,2,0,7
LokiLockerRansomware,Discovery,T1082,No sub-techniques,Tries to detect virtualization through RDTSC time measurements,2,14,7,5,28
SamsamRansomware,Discovery,T1082,No sub-techniques,Tries to detect virtualization through RDTSC time measurements,2,14,7,5,28
LokiLockerRansomware,Discovery,T1518,T1518.001,Tries to detect virtualization through RDTSC time measurements,1,4,2,0,7
SamsamRansomware,Discovery,T1518,T1518.001,Tries to detect virtualization through RDTSC time measurements,1,4,2,0,7
SamsamRansomware,Discovery,T1082,No sub-techniques,Tries to evade debugger and weak emulator (self modifying code),2,14,7,5,28
SamsamRansomware,Discovery,T1518,T1518.001,Tries to evade debugger and weak emulator (self modifying code),1,4,2,0,7
ChaosRansomware,Collection,T1005,No Suitable Sub-techniques,"Tries to harvest and steal browser information (history, passwords, etc)",0,7,2,1,10
CrytoxRansomware,Collection,T1005,No Suitable Sub-techniques,"Tries to harvest and steal browser information (history, passwords, etc)",0,7,2,1,10
HiveRansomware,Collection,T1005,No Suitable Sub-techniques,"Tries to harvest and steal browser information (history, passwords, etc)",0,7,2,1,10
LilithRansomware,Collection,T1005,No Suitable Sub-techniques,"Tries to harvest and steal browser information (history, passwords, etc)",0,7,2,1,10
LockBitRansomware,Collection,T1005,No Suitable Sub-techniques,"Tries to harvest and steal browser information (history, passwords, etc)",0,7,2,1,10
LorenzRansomware,Collection,T1005,No Suitable Sub-techniques,"Tries to harvest and steal browser information (history, passwords, etc)",0,7,2,1,10
OnyxRansomware,Collection,T1005,No Suitable Sub-techniques,"Tries to harvest and steal browser information (history, passwords, etc)",0,7,2,1,10
PLAYRansomware,Collection,T1005,No Suitable Sub-techniques,"Tries to harvest and steal browser information (history, passwords, etc)",0,7,2,1,10
ChaosRansomware,Credential Access,T1003,No sub-techniques,"Tries to harvest and steal browser information (history, passwords, etc)",0,23,34,36,93
CrytoxRansomware,Credential Access,T1003,No sub-techniques,"Tries to harvest and steal browser information (history, passwords, etc)",0,23,34,36,93
HiveRansomware,Credential Access,T1003,No sub-techniques,"Tries to harvest and steal browser information (history, passwords, etc)",0,23,34,36,93
LilithRansomware,Credential Access,T1003,No sub-techniques,"Tries to harvest and steal browser information (history, passwords, etc)",0,23,34,36,93
LockBitRansomware,Credential Access,T1003,No sub-techniques,"Tries to harvest and steal browser information (history, passwords, etc)",0,23,34,36,93
LorenzRansomware,Credential Access,T1003,No sub-techniques,"Tries to harvest and steal browser information (history, passwords, etc)",0,23,34,36,93
MauiRansomware,Credential Access,T1003,No sub-techniques,"Tries to harvest and steal browser information (history, passwords, etc)",0,23,34,36,93
OnyxRansomware,Credential Access,T1003,No sub-techniques,"Tries to harvest and steal browser information (history, passwords, etc)",0,23,34,36,93
PLAYRansomware,Credential Access,T1003,No sub-techniques,"Tries to harvest and steal browser information (history, passwords, etc)",0,23,34,36,93
AgendaRansomware,Defense Evasion,T1574,T1574.002,Tries to load missing DLLs,0,42,2,5,49
ChaosRansomware,Defense Evasion,T1574,T1574.002,Tries to load missing DLLs,0,42,2,5,49
DearCryRansomware,Defense Evasion,T1574,T1574.002,Tries to load missing DLLs,0,42,2,5,49
MementoRansomware,Defense Evasion,T1574,T1574.002,Tries to load missing DLLs,0,42,2,5,49
OnyxRansomware,Defense Evasion,T1574,T1574.002,Tries to load missing DLLs,0,42,2,5,49
PLAYRansomware,Defense Evasion,T1574,T1574.002,Tries to load missing DLLs,0,42,2,5,49
SamsamRansomware,Defense Evasion,T1574,T1574.002,Tries to load missing DLLs,0,42,2,5,49
SugarRansomware,Defense Evasion,T1574,T1574.002,Tries to load missing DLLs,0,42,2,5,49
SynAckRansomware,Defense Evasion,T1574,T1574.002,Tries to load missing DLLs,0,42,2,5,49
AgendaRansomware,Persistence,T1574,T1574.002,Tries to load missing DLLs,0,42,2,5,49
ChaosRansomware,Persistence,T1574,T1574.002,Tries to load missing DLLs,0,42,2,5,49
Cl0pRansomware,Persistence,T1574,T1574.002,Tries to load missing DLLs,0,42,2,5,49
DearCryRansomware,Persistence,T1574,T1574.002,Tries to load missing DLLs,0,42,2,5,49
DiavolRansomware,Persistence,T1574,T1574.002,Tries to load missing DLLs,0,42,2,5,49
LockBitRansomware,Persistence,T1574,T1574.002,Tries to load missing DLLs,0,42,2,5,49
MementoRansomware,Persistence,T1574,T1574.002,Tries to load missing DLLs,0,42,2,5,49
OnyxRansomware,Persistence,T1574,T1574.002,Tries to load missing DLLs,0,42,2,5,49
PLAYRansomware,Persistence,T1574,T1574.002,Tries to load missing DLLs,0,42,2,5,49
SamsamRansomware,Persistence,T1574,T1574.002,Tries to load missing DLLs,0,42,2,5,49
SugarRansomware,Persistence,T1574,T1574.002,Tries to load missing DLLs,0,42,2,5,49
SynAckRansomware,Persistence,T1574,T1574.002,Tries to load missing DLLs,0,42,2,5,49
ChaosRansomware,Privilege Escalation,T1574,T1574.002,Tries to load missing DLLs,0,42,2,5,49
Cl0pRansomware,Privilege Escalation,T1574,T1574.002,Tries to load missing DLLs,0,42,2,5,49
DiavolRansomware,Privilege Escalation,T1574,T1574.002,Tries to load missing DLLs,0,42,2,5,49
LockBitRansomware,Privilege Escalation,T1574,T1574.002,Tries to load missing DLLs,0,42,2,5,49
MementoRansomware,Privilege Escalation,T1574,T1574.002,Tries to load missing DLLs,0,42,2,5,49
OnyxRansomware,Privilege Escalation,T1574,T1574.002,Tries to load missing DLLs,0,42,2,5,49
PLAYRansomware,Privilege Escalation,T1574,T1574.002,Tries to load missing DLLs,0,42,2,5,49
SamsamRansomware,Privilege Escalation,T1574,T1574.002,Tries to load missing DLLs,0,42,2,5,49
SugarRansomware,Privilege Escalation,T1574,T1574.002,Tries to load missing DLLs,0,42,2,5,49
SynAckRansomware,Privilege Escalation,T1574,T1574.002,Tries to load missing DLLs,0,42,2,5,49
BandarChorRansomware,Execution,T1559,T1559.001,Use com interface,0,4,1,1,6
BlackBastaRansomware,Execution,T1559,T1559.001,Use com interface,0,4,1,1,6
HaronRansomware,Execution,T1559,T1559.001,Use com interface,0,4,1,1,6
OnyxRansomware,Execution,T1559,T1559.001,Use com interface,0,4,1,1,6
PandoraRansomware,Execution,T1559,T1559.001,Use com interface,0,4,1,1,6
BandarChorRansomware,Defense Evasion,T1564,T1564.004,Use ntfs switched data stream ads,2,19,2,0,23
SugarRansomware,Command and Control,T1071,T1071.001,Uses a known web browser user agent for HTTP communication,0,29,3,2,34
AESRTRansomware,Impact,T1490,No sub-techniques,Uses bcdedit to modify the Windows boot settings,2,18,6,12,38
ChaosRansomware,Impact,T1490,No sub-techniques,Uses bcdedit to modify the Windows boot settings,2,18,6,12,38
LokiLockerRansomware,Impact,T1490,No sub-techniques,Uses bcdedit to modify the Windows boot settings,2,18,6,12,38
LorenzRansomware,Execution,T1059,No Suitable Sub-techniques,Uses cmd line tools excessively to alter registry or file data,1,51,64,57,173
MidasRansomware,Execution,T1059,No Suitable Sub-techniques,Uses cmd line tools excessively to alter registry or file data,1,51,64,57,173
BianLianRansomware,Command And Control,T1071,T1071.001,Uses HTTPS for network communication,0,29,3,2,34
DeadBoltRansomware,Command And Control,T1071,T1071.001,Uses HTTPS for network communication,0,29,3,2,34
HaronRansomware,Command And Control,T1071,T1071.001,Uses HTTPS for network communication,0,29,3,2,34
MidasRansomware,Command And Control,T1071,T1071.001,Uses HTTPS for network communication,0,29,3,2,34
MoishaRansomware,Command And Control,T1071,T1071.001,Uses HTTPS for network communication,0,29,3,2,34
RedAlertRansomware,Command And Control,T1071,T1071.001,Uses HTTPS for network communication,0,29,3,2,34
SugarRansomware,Command And Control,T1071,T1071.001,Uses HTTPS for network communication,0,29,3,2,34
SunnyDayRansomware,Command And Control,T1071,T1071.001,Uses HTTPS for network communication,0,29,3,2,34
BianLianRansomware,Command And Control,T1573,No Suitable Sub-techniques,Uses HTTPS for network communication,0,4,1,2,7
DeadBoltRansomware,Command And Control,T1573,No Suitable Sub-techniques,Uses HTTPS for network communication,0,4,1,2,7
HaronRansomware,Command And Control,T1573,No Suitable Sub-techniques,Uses HTTPS for network communication,0,4,1,2,7
MidasRansomware,Command And Control,T1573,No Suitable Sub-techniques,Uses HTTPS for network communication,0,4,1,2,7
MoishaRansomware,Command And Control,T1573,No Suitable Sub-techniques,Uses HTTPS for network communication,0,4,1,2,7
RedAlertRansomware,Command And Control,T1573,No Suitable Sub-techniques,Uses HTTPS for network communication,0,4,1,2,7
SugarRansomware,Command And Control,T1573,No Suitable Sub-techniques,Uses HTTPS for network communication,0,4,1,2,7
SunnyDayRansomware,Command And Control,T1573,No Suitable Sub-techniques,Uses HTTPS for network communication,0,4,1,2,7
KoxicRansomware,Discovery,T1016,No Suitable Sub-techniques,Uses ipconfig to modify the Windows network settings,2,8,3,4,17
HaronRansomware,Defense Evasion,T1562,T1562.001,Uses netsh to modify the Windows network and firewall settings,3,74,39,45,161
LokiLockerRansomware,Defense Evasion,T1562,T1562.001,Uses netsh to modify the Windows network and firewall settings,3,74,39,45,161
MidasRansomware,Defense Evasion,T1562,T1562.001,Uses netsh to modify the Windows network and firewall settings,3,74,39,45,161
KoxicRansomware,Discovery,T1016,No Suitable Sub-techniques,Uses ping.exe to check the status of other devices and networks,2,8,3,4,17
LokiLockerRansomware,Defense Evasion,T1112,No sub-techniques,Uses reg.exe to modify the Windows registry,8,62,5,25,100
HaronRansomware,Defense Evasion,T1112,No sub-techniques,Uses reg.exe to modify the Windows registry,8,62,5,25,100
LorenzRansomware,Defense Evasion,T1112,No sub-techniques,Uses reg.exe to modify the Windows registry,8,62,5,25,100
MidasRansomware,Defense Evasion,T1112,No sub-techniques,Uses reg.exe to modify the Windows registry,8,62,5,25,100
Cl0pRansomware,Execution,T1569,T1569.002,Uses sc.exe to modify the status of services,4,40,3,5,52
HaronRansomware,Execution,T1569,T1569.002,Uses sc.exe to modify the status of services,4,40,3,5,52
MidasRansomware,Execution,T1569,T1569.002,Uses sc.exe to modify the status of services,4,40,3,5,52
Cl0pRansomware,Persistence,T1543,T1543.003,Uses sc.exe to modify the status of services,6,40,10,14,70
HaronRansomware,Persistence,T1543,T1543.003,Uses sc.exe to modify the status of services,6,40,10,14,70
MidasRansomware,Persistence,T1543,T1543.003,Uses sc.exe to modify the status of services,6,40,10,14,70
Cl0pRansomware,Privilege Escalation,T1543,T1543.003,Uses sc.exe to modify the status of services,6,40,10,14,70
HaronRansomware,Privilege Escalation,T1543,T1543.003,Uses sc.exe to modify the status of services,6,40,10,14,70
HaronRansomware,Execution,T1053,No Suitable Sub-techniques,Uses schtasks.exe or at.exe to add and modify task schedules,0,11,19,28,58
LokiLockerRansomware,Execution,T1053,No Suitable Sub-techniques,Uses schtasks.exe or at.exe to add and modify task schedules,0,11,19,28,58
MidasRansomware,Execution,T1053,No Suitable Sub-techniques,Uses schtasks.exe or at.exe to add and modify task schedules,0,11,19,28,58
HaronRansomware,Persistence,T1053,No Suitable Sub-techniques,Uses schtasks.exe or at.exe to add and modify task schedules,0,11,19,28,58
LokiLockerRansomware,Persistence,T1053,No Suitable Sub-techniques,Uses schtasks.exe or at.exe to add and modify task schedules,0,11,19,28,58
MidasRansomware,Persistence,T1053,No Suitable Sub-techniques,Uses schtasks.exe or at.exe to add and modify task schedules,0,11,19,28,58
HaronRansomware,Privilege Escalation,T1053,No Suitable Sub-techniques,Uses schtasks.exe or at.exe to add and modify task schedules,0,11,19,28,58
LokiLockerRansomware,Privilege Escalation,T1053,No Suitable Sub-techniques,Uses schtasks.exe or at.exe to add and modify task schedules,0,11,19,28,58
